"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","Saskatchewan","2021A000247","Frozen peas, 750 grams","Dollars","81","units","0","v1353834620","8.55","2.85","","","","2"
"2019-10","Saskatchewan","2021A000247","Frozen pizza, 390 grams","Dollars","81","units","0","v1458870179","8.87","4.08","","","","2"
"2019-10","Saskatchewan","2021A000247","Frozen spinach, 300 grams","Dollars","81","units","0","v1458870180","8.88","1.54","","","","2"
"2019-10","Saskatchewan","2021A000247","Frozen strawberries, 600 grams","Dollars","81","units","0","v1458870181","8.89","4.05","","","","2"
"2019-10","Saskatchewan","2021A000247","White bread, 675 grams","Dollars","81","units","0","v1353834621","8.56","2.69","","","","2"
"2019-10","Saskatchewan","2021A000247","Flatbread and pita, 500 grams ","Dollars","81","units","0","v1458870178","8.90","3.60","","","","2"
"2019-10","Saskatchewan","2021A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.39","","","","2"
"2019-10","Saskatchewan","2021A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.66","","","","2"
"2019-10","Saskatchewan","2021A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.40","","","","2"
"2019-10","Saskatchewan","2021A000247","Brown rice, 900 grams ","Dollars","81","units","0","v1458870170","8.93","4.14","","","","2"
"2019-10","Saskatchewan","2021A000247","White rice, 2 kilograms","Dollars","81","units","0","v1458870201","8.94","7.13","","","","2"
"2019-10","Saskatchewan","2021A000247","Cereal, 400 grams","Dollars","81","units","0","v1353834623","8.58","3.18","","","","2"
"2019-10","Saskatchewan","2021A000247","Wheat flour, 2.5 kilograms","Dollars","81","units","0","v1353834624","8.59","4.28","","","","2"
"2019-10","Saskatchewan","2021A000247","White sugar, 2 kilograms","Dollars","81","units","0","v1353834625","8.60","2.82","","","","2"
"2019-10","Saskatchewan","2021A000247","Apple juice, 2 litres","Dollars","81","units","0","v1353834626","8.61","2.74","","","","2"
"2019-10","Saskatchewan","2021A000247","Orange juice, 2 litres","Dollars","81","units","0","v1353834627","8.62","3.67","","","","2"
"2019-10","Saskatchewan","2021A000247","Roasted or ground coffee, 340 grams","Dollars","81","units","0","v1353834628","8.63","4.77","","","","2"
"2019-10","Saskatchewan","2021A000247","Tea (20 bags)","Dollars","81","units","0","v1353834629","8.64","3.50","","","","2"
"2019-10","Saskatchewan","2021A000247","Ketchup, 1 litre","Dollars","81","units","0","v1353834630","8.65","3.16","","","","2"
"2019-10","Saskatchewan","2021A000247","Vegetable oil, 3 litres","Dollars","81","units","0","v1353834631","8.66","8.21","","","","2"
"2019-10","Saskatchewan","2021A000247","Canola oil, 3 litres","Dollars","81","units","0","v1458870174","8.95","5.90","","","","2"
"2019-10","Saskatchewan","2021A000247","Olive oil, 1 litre","Dollars","81","units","0","v1458870188","8.96","8.02","","","","2"
"2019-10","Saskatchewan","2021A000247","Baby food, 128 millilitres","Dollars","81","units","0","v1353834632","8.67","1.32","","","","2"
"2019-10","Saskatchewan","2021A000247","Infant formula, 900 grams ","Dollars","81","units","0","v1458870183","8.97","27.14","","","","2"
"2019-10","Saskatchewan","2021A000247","Peanut butter, 1 kilogram","Dollars","81","units","0","v1353834633","8.68","4.91","","","","2"
"2019-10","Saskatchewan","2021A000247","Mayonnaise, 890 millilitres ","Dollars","81","units","0","v1353834634","8.69","4.35","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned baked beans, 398 millilitres","Dollars","81","units","0","v1353834635","8.70","1.31","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned tomatoes, 796 millilitres","Dollars","81","units","0","v1353834636","8.71","1.51","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned soup, 284 millilitres","Dollars","81","units","0","v1353834637","8.72","1.59","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned beans and lentils, 540 millilitres","Dollars","81","units","0","v1353834638","8.73","1.22","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned corn, 341 millilitres","Dollars","81","units","0","v1458870171","8.98","1.11","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned peach, 398 millilitres","Dollars","81","units","0","v1458870172","8.99","2.15","","","","2"
"2019-10","Saskatchewan","2021A000247","Canned pear, 398 millilitres","Dollars","81","units","0","v1458870173","8.100","2.10","","","","2"
"2019-10","Saskatchewan","2021A000247","Dried lentils, 900 grams","Dollars","81","units","0","v1353834639","8.74","3.05","","","","2"
"2019-10","Saskatchewan","2021A000247","Dry beans and legumes, 900 grams ","Dollars","81","units","0","v1458870177","8.101","2.89","","","","2"
"2019-10","Saskatchewan","2021A000247","Tofu, 350 grams ","Dollars","81","units","0","v1458870200","8.102","2.16","","","","2"
"2019-10","Saskatchewan","2021A000247","Hummus, 227 grams","Dollars","81","units","0","v1458870182","8.103","3.37","","","","2"
"2019-10","Saskatchewan","2021A000247","Salsa, 418 millilitres","Dollars","81","units","0","v1458870194","8.104","3.30","","","","2"
"2019-10","Saskatchewan","2021A000247","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870189","8.105","2.15","","","","2"
"2019-10","Saskatchewan","2021A000247","Salad dressing, 475 millilitres","Dollars","81","units","0","v1458870191","8.106","2.29","","","","2"
"2019-10","Saskatchewan","2021A000247","Almonds, 200 grams","Dollars","81","units","0","v1458870169","8.107","5.03","","","","2"
"2019-10","Saskatchewan","2021A000247","Peanuts, 450 grams","Dollars","81","units","0","v1458870190","8.108","3.30","","","","2"
"2019-10","Saskatchewan","2021A000247","Sunflower seeds, 400 grams ","Dollars","81","units","0","v1458870199","8.109","4.06","","","","2"
"2019-10","Saskatchewan","2021A000247","Deodorant, 85 grams","Dollars","81","units","0","v1353834640","8.75","4.87","","","","2"
"2019-10","Saskatchewan","2021A000247","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834641","8.76","3.10","","","","2"
"2019-10","Saskatchewan","2021A000247","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834642","8.77","5.19","","","","2"
"2019-10","Saskatchewan","2021A000247","Laundry detergent, 4.43 litres","Dollars","81","units","0","v1458870184","8.110","13.81","","","","2"
"2019-10","Alberta","2021A000248","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447295","9.1","12.69","","","","2"
"2019-10","Alberta","2021A000248","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447296","9.2","28.89","","","","2"
"2019-10","Alberta","2021A000248","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447297","9.3","14.77","","","","2"
"2019-10","Alberta","2021A000248","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834643","9.41","19.67","","","","2"
"2019-10","Alberta","2021A000248","Ground beef, per kilogram","Dollars","81","units","0","v1159447298","9.4","9.21","","","","2"
"2019-10","Alberta","2021A000248","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447299","9.5","9.33","","","","2"
"2019-10","Alberta","2021A000248","Pork rib cuts, per kilogram","Dollars","81","units","0","v1159447300","9.6","7.93","","","","2"
"2019-10","Alberta","2021A000248","Pork shoulder cuts, per kilogram","Dollars","81","units","0","v1353834644","9.42","4.65","","","","2"
"2019-10","Alberta","2021A000248","Whole chicken, per kilogram","Dollars","81","units","0","v1159447301","9.7","6.17","","","","2"
"2019-10","Alberta","2021A000248","Chicken breasts, per kilogram","Dollars","81","units","0","v1159447302","9.8","14.44","","","","2"
"2019-10","Alberta","2021A000248","Chicken thigh, per kilogram","Dollars","81","units","0","v1159447303","9.9","10.30","","","","2"
"2019-10","Alberta","2021A000248","Chicken drumsticks, per kilogram","Dollars","81","units","0","v1353834645","9.43","6.94","","","","2"
"2019-10","Alberta","2021A000248","Bacon, 500 grams","Dollars","81","units","0","v1159447304","9.10","6.09","","","","2"
"2019-10","Alberta","2021A000248","Wieners, 400 grams","Dollars","81","units","0","v1159447305","9.11","3.71","","","","2"
"2019-10","Alberta","2021A000248","Salmon, per kilogram","Dollars","81","units","0","v1458870226","9.78","23.67","","","","2"
"2019-10","Alberta","2021A000248","Shrimp, 300 grams","Dollars","81","units","0","v1458870228","9.79","7.01","","","","2"
"2019-10","Alberta","2021A000248","Canned salmon, 213 grams","Dollars","81","units","0","v1353834646","9.44","4.63","","","","2"
"2019-10","Alberta","2021A000248","Canned tuna, 170 grams","Dollars","81","units","0","v1159447306","9.12","1.77","","","","2"
"2019-10","Alberta","2021A000248","Meatless burgers, 226 grams","Dollars","81","units","0","v1458870219","9.80","5.69","","","","2"
"2019-10","Alberta","2021A000248","Milk, 1 litre","Dollars","81","units","0","v1159447307","9.13","2.43","","","","2"
"2019-10","Alberta","2021A000248","Milk, 2 litres","Dollars","81","units","0","v1159447308","9.14","4.10","","","","2"
"2019-10","Alberta","2021A000248","Milk, 4 litres","Dollars","81","units","0","v1159447309","9.15","4.83","","","","2"
"2019-10","Alberta","2021A000248","Soy milk, 1.89 litres","Dollars","81","units","0","v1458870229","9.81","3.80","","","","2"
"2019-10","Alberta","2021A000248","Nut milk, 1.89 litres","Dollars","81","units","0","v1458870220","9.82","3.94","","","","2"
"2019-10","Alberta","2021A000248","Cream, 1 litre","Dollars","81","units","0","v1159447310","9.16","3.70","","","","2"
"2019-10","Alberta","2021A000248","Butter, 454 grams","Dollars","81","units","0","v1159447311","9.17","3.96","","","","2"
"2019-10","Alberta","2021A000248","Margarine, 907 grams","Dollars","81","units","0","v1458870218","9.83","4.42","","","","2"
"2019-10","Alberta","2021A000248","Block cheese, 500 grams","Dollars","81","units","0","v1159447312","9.18","6.17","","","","2"
"2019-10","Alberta","2021A000248","Yogurt, 500 grams","Dollars","81","units","0","v1159447313","9.19","2.83","","","","2"
"2019-10","Alberta","2021A000248","Eggs, 1 dozen","Dollars","81","units","0","v1159447314","9.20","3.69","","","","2"
"2019-10","Alberta","2021A000248","Apples, per kilogram","Dollars","81","units","0","v1159447315","9.21","3.61","","","","2"
"2019-10","Alberta","2021A000248","Oranges, per kilogram","Dollars","81","units","0","v1159447316","9.22","3.86","","","","2"
"2019-10","Alberta","2021A000248","Oranges, 1.36 kilograms","Dollars","81","units","0","v1159447317","9.23","5.29","","","","2"
"2019-10","Alberta","2021A000248","Bananas, per kilogram","Dollars","81","units","0","v1159447318","9.24","1.74","","","","2"
"2019-10","Alberta","2021A000248","Pears, per kilogram","Dollars","81","units","0","v1159447319","9.25","4.53","","","","2"
"2019-10","Alberta","2021A000248","Lemons, unit","Dollars","81","units","0","v1159447320","9.26","0.84","","","","2"
"2019-10","Alberta","2021A000248","Limes, unit","Dollars","81","units","0","v1353834647","9.45","0.53","","","","2"
"2019-10","Alberta","2021A000248","Grapes, per kilogram","Dollars","81","units","0","v1159447321","9.27","6.09","","","","2"
"2019-10","Alberta","2021A000248","Cantaloupe, unit","Dollars","81","units","0","v1159447322","9.28","2.87","","","","2"
"2019-10","Alberta","2021A000248","Strawberries, 454 grams","Dollars","81","units","0","v1458870231","9.84","4.00","","","","2"
"2019-10","Alberta","2021A000248","Avocado, unit","Dollars","81","units","0","v1159447323","9.29","1.88","","","","2"
"2019-10","Alberta","2021A000248","Potatoes, 4.54 kilograms","Dollars","81","units","0","v1159447324","9.30","6.29","","","","2"
"2019-10","Alberta","2021A000248","Potatoes, per kilogram","Dollars","81","units","0","v1353834648","9.46","4.50","","","","2"
"2019-10","Alberta","2021A000248","Sweet potatoes, per kilogram","Dollars","81","units","0","v1353834649","9.47","2.94","","","","2"
"2019-10","Alberta","2021A000248","Tomatoes, per kilogram","Dollars","81","units","0","v1159447325","9.31","3.70","","","","2"
"2019-10","Alberta","2021A000248","Cabbage, per kilogram","Dollars","81","units","0","v1159447326","9.32","2.20","","","","2"
"2019-10","Alberta","2021A000248","Carrots, 1.36 kilograms","Dollars","81","units","0","v1159447327","9.33","3.55","","","","2"
"2019-10","Alberta","2021A000248","Onions, per kilogram","Dollars","81","units","0","v1159447328","9.34","4.05","","","","2"
"2019-10","Alberta","2021A000248","Onions, 1.36 kilograms","Dollars","81","units","0","v1159447329","9.35","3.64","","","","2"
"2019-10","Alberta","2021A000248","Celery, unit","Dollars","81","units","0","v1159447330","9.36","2.36","","","","2"
"2019-10","Alberta","2021A000248","Cucumber, unit","Dollars","81","units","0","v1159447331","9.37","2.19","","","","2"
"2019-10","Alberta","2021A000248","Mushrooms, 227 grams","Dollars","81","units","0","v1159447332","9.38","2.20","","","","2"
"2019-10","Alberta","2021A000248","Iceberg lettuce, unit","Dollars","81","units","0","v1353834650","9.48","2.35","","","","2"
"2019-10","Alberta","2021A000248","Romaine lettuce, unit","Dollars","81","units","0","v1353834651","9.49","2.55","","","","2"
"2019-10","Alberta","2021A000248","Broccoli, unit","Dollars","81","units","0","v1159447333","9.39","2.57","","","","2"
"2019-10","Alberta","2021A000248","Peppers, per kilogram","Dollars","81","units","0","v1159447334","9.40","7.15","","","","2"
"2019-10","Alberta","2021A000248","Squash, per kilogram","Dollars","81","units","0","v1458870230","9.85","3.46","","","","2"
"2019-10","Alberta","2021A000248","Salad greens, 142 grams","Dollars","81","units","0","v1458870225","9.86","3.97","","","","2"
"2019-10","Alberta","2021A000248","Frozen french fried potatoes, 750 grams","Dollars","81","units","0","v1353834652","9.50","2.44","","","","2"
"2019-10","Alberta","2021A000248","Frozen green beans, 750 grams","Dollars","81","units","0","v1353834653","9.51","3.04","","","","2"
"2019-10","Alberta","2021A000248","Frozen broccoli, 500 grams","Dollars","81","units","0","v1353834654","9.52","2.91","","","","2"
"2019-10","Alberta","2021A000248","Frozen corn, 750 grams ","Dollars","81","units","0","v1353834655","9.53","2.81","","","","2"
"2019-10","Alberta","2021A000248","Frozen mixed vegetables, 750 grams ","Dollars","81","units","0","v1353834656","9.54","2.99","","","","2"
"2019-10","Alberta","2021A000248","Frozen peas, 750 grams","Dollars","81","units","0","v1353834657","9.55","2.84","","","","2"
"2019-10","Alberta","2021A000248","Frozen pizza, 390 grams","Dollars","81","units","0","v1458870212","9.87","4.14","","","","2"
"2019-10","Alberta","2021A000248","Frozen spinach, 300 grams","Dollars","81","units","0","v1458870213","9.88","1.38","","","","2"
"2019-10","Alberta","2021A000248","Frozen strawberries, 600 grams","Dollars","81","units","0","v1458870214","9.89","4.18","","","","2"
"2019-10","Alberta","2021A000248","White bread, 675 grams","Dollars","81","units","0","v1353834658","9.56","2.85","","","","2"
"2019-10","Alberta","2021A000248","Flatbread and pita, 500 grams ","Dollars","81","units","0","v1458870211","9.90","3.60","","","","2"
"2019-10","Alberta","2021A000248","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870209","9.91","2.41","","","","2"
"2019-10","Alberta","2021A000248","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870208","9.92","2.70","","","","2"
"2019-10","Alberta","2021A000248","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834659","9.57","2.39","","","","2"
"2019-10","Alberta","2021A000248","Brown rice, 900 grams ","Dollars","81","units","0","v1458870203","9.93","4.28","","","","2"
"2019-10","Alberta","2021A000248","White rice, 2 kilograms","Dollars","81","units","0","v1458870234","9.94","7.60","","","","2"
"2019-10","Alberta","2021A000248","Cereal, 400 grams","Dollars","81","units","0","v1353834660","9.58","3.19","","","","2"
"2019-10","Alberta","2021A000248","Wheat flour, 2.5 kilograms","Dollars","81","units","0","v1353834661","9.59","4.46","","","","2"
"2019-10","Alberta","2021A000248","White sugar, 2 kilograms","Dollars","81","units","0","v1353834662","9.60","2.84","","","","2"
"2019-10","Alberta","2021A000248","Apple juice, 2 litres","Dollars","81","units","0","v1353834663","9.61","2.83","","","","2"
"2019-10","Alberta","2021A000248","Orange juice, 2 litres","Dollars","81","units","0","v1353834664","9.62","3.88","","","","2"
"2019-10","Alberta","2021A000248","Roasted or ground coffee, 340 grams","Dollars","81","units","0","v1353834665","9.63","5.45","","","","2"
"2019-10","Alberta","2021A000248","Tea (20 bags)","Dollars","81","units","0","v1353834666","9.64","3.48","","","","2"
"2019-10","Alberta","2021A000248","Ketchup, 1 litre","Dollars","81","units","0","v1353834667","9.65","3.20","","","","2"
"2019-10","Alberta","2021A000248","Vegetable oil, 3 litres","Dollars","81","units","0","v1353834668","9.66","8.22","","","","2"
"2019-10","Alberta","2021A000248","Canola oil, 3 litres","Dollars","81","units","0","v1458870207","9.95","6.16","","","","2"
"2019-10","Alberta","2021A000248","Olive oil, 1 litre","Dollars","81","units","0","v1458870221","9.96","7.58","","","","2"
"2019-10","Alberta","2021A000248","Baby food, 128 millilitres","Dollars","81","units","0","v1353834669","9.67","1.32","","","","2"
"2019-10","Alberta","2021A000248","Infant formula, 900 grams ","Dollars","81","units","0","v1458870216","9.97","29.30","","","","2"
"2019-10","Alberta","2021A000248","Peanut butter, 1 kilogram","Dollars","81","units","0","v1353834670","9.68","5.04","","","","2"
"2019-10","Alberta","2021A000248","Mayonnaise, 890 millilitres ","Dollars","81","units","0","v1353834671","9.69","4.42","","","","2"
"2019-10","Alberta","2021A000248","Canned baked beans, 398 millilitres","Dollars","81","units","0","v1353834672","9.70","1.40","","","","2"
"2019-10","Alberta","2021A000248","Canned tomatoes, 796 millilitres","Dollars","81","units","0","v1353834673","9.71","1.57","","","","2"
"2019-10","Alberta","2021A000248","Canned soup, 284 millilitres","Dollars","81","units","0","v1353834674","9.72","1.43","","","","2"
"2019-10","Alberta","2021A000248","Canned beans and lentils, 540 millilitres","Dollars","81","units","0","v1353834675","9.73","1.23","","","","2"
"2019-10","Alberta","2021A000248","Canned corn, 341 millilitres","Dollars","81","units","0","v1458870204","9.98","1.14","","","","2"
"2019-10","Alberta","2021A000248","Canned peach, 398 millilitres","Dollars","81","units","0","v1458870205","9.99","2.26","","","","2"
"2019-10","Alberta","2021A000248","Canned pear, 398 millilitres","Dollars","81","units","0","v1458870206","9.100","2.17","","","","2"
"2019-10","Alberta","2021A000248","Dried lentils, 900 grams","Dollars","81","units","0","v1353834676","9.74","3.07","","","","2"
"2019-10","Alberta","2021A000248","Dry beans and legumes, 900 grams ","Dollars","81","units","0","v1458870210","9.101","3.01","","","","2"
"2019-10","Alberta","2021A000248","Tofu, 350 grams ","Dollars","81","units","0","v1458870233","9.102","2.19","","","","2"
"2019-10","Alberta","2021A000248","Hummus, 227 grams","Dollars","81","units","0","v1458870215","9.103","3.43","","","","2"
"2019-10","Alberta","2021A000248","Salsa, 418 millilitres","Dollars","81","units","0","v1458870227","9.104","3.35","","","","2"
"2019-10","Alberta","2021A000248","Pasta sauce, 650 millilitres","Dollars","81","units","0","v1458870222","9.105","2.28","","","","2"
"2019-10","Alberta","2021A000248","Salad dressing, 475 millilitres","Dollars","81","units","0","v1458870224","9.106","2.32","","","","2"
"2019-10","Alberta","2021A000248","Almonds, 200 grams","Dollars","81","units","0","v1458870202","9.107","5.07","","","","2"
"2019-10","Alberta","2021A000248","Peanuts, 450 grams","Dollars","81","units","0","v1458870223","9.108","3.36","","","","2"
"2019-10","Alberta","2021A000248","Sunflower seeds, 400 grams ","Dollars","81","units","0","v1458870232","9.109","4.05","","","","2"
"2019-10","Alberta","2021A000248","Deodorant, 85 grams","Dollars","81","units","0","v1353834677","9.75","4.89","","","","2"
"2019-10","Alberta","2021A000248","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834678","9.76","3.23","","","","2"
"2019-10","Alberta","2021A000248","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834679","9.77","5.37","","","","2"
"2019-10","Alberta","2021A000248","Laundry detergent, 4.43 litres","Dollars","81","units","0","v1458870217","9.110","14.09","","","","2"
"2019-10","British Columbia","2021A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","13.18","","","","2"
"2019-10","British Columbia","2021A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","28.30","","","","2"
"2019-10","British Columbia","2021A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.06","","","","2"
"2019-10","British Columbia","2021A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.82","","","","2"
"2019-10","British Columbia","2021A000259","Ground beef, per kilogram","Dollars","81","units","0","v1159447338","10.4","8.95","","","","2"
"2019-10","British Columbia","2021A000259","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447339","10.5","9.11","","","","2"
"2019-10","British Columbia","2021A000259","Pork rib cuts, per kilogram","Dollars","81","units","0","v1159447340","10.6","7.66","","","","2"
"2019-10","British Columbia","2021A000259","Pork shoulder cuts, per kilogram","Dollars","81","units","0","v1353834681","10.42","5.09","","","","2"
"2019-10","British Columbia","2021A000259","Whole chicken, per kilogram","Dollars","81","units","0","v1159447341","10.7","6.43","","","","2"
"2019-10","British Columbia","2021A000259","Chicken breasts, per kilogram","Dollars","81","units","0","v1159447342","10.8","13.34","","","","2"
"2019-10","British Columbia","2021A000259","Chicken thigh, per kilogram","Dollars","81","units","0","v1159447343","10.9","10.33","","","","2"
"2019-10","British Columbia","2021A000259","Chicken drumsticks, per kilogram","Dollars","81","units","0","v1353834682","10.43","6.76","","","","2"
"2019-10","British Columbia","2021A000259","Bacon, 500 grams","Dollars","81","units","0","v1159447344","10.10","5.97","","","","2"
"2019-10","British Columbia","2021A000259","Wieners, 400 grams","Dollars","81","units","0","v1159447345","10.11","3.76","","","","2"
"2019-10","British Columbia","2021A000259","Salmon, per kilogram","Dollars","81","units","0","v1458870259","10.78","25.27","","","","2"
"2019-10","British Columbia","2021A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.27","","","","2"
"2019-10","British Columbia","2021A000259","Canned salmon, 213 grams","Dollars","81","units","0","v1353834683","10.44","4.84","","","","2"
"2019-10","British Columbia","2021A000259","Canned tuna, 170 grams","Dollars","81","units","0","v1159447346","10.12","1.78","","","","2"
"2019-10","British Columbia","2021A000259","Meatless burgers, 226 grams","Dollars","81","units","0","v1458870252","10.80","5.62","","","","2"
"2019-10","British Columbia","2021A000259","Milk, 1 litre","Dollars","81","units","0","v1159447347","10.13","2.42","","","","2"
"2019-10","British Columbia","2021A000259","Milk, 2 litres","Dollars","81","units","0","v1159447348","10.14","4.13","","","","2"
"2019-10","British Columbia","2021A000259","Milk, 4 litres","Dollars","81","units","0","v1159447349","10.15","4.80","","","","2"
"2019-10","British Columbia","2021A000259","Soy milk, 1.89 litres","Dollars","81","units","0","v1458870262","10.81","3.73","","","","2"
"2019-10","British Columbia","2021A000259","Nut milk, 1.89 litres","Dollars","81","units","0","v1458870253","10.82","3.89","","","","2"
"2019-10","British Columbia","2021A000259","Cream, 1 litre","Dollars","81","units","0","v1159447350","10.16","3.39","","","","2"
"2019-10","British Columbia","2021A000259","Butter, 454 grams","Dollars","81","units","0","v1159447351","10.17","4.09","","","","2"
"2019-10","British Columbia","2021A000259","Margarine, 907 grams","Dollars","81","units","0","v1458870251","10.83","4.30","","","","2"
"2019-10","British Columbia","2021A000259","Block cheese, 500 grams","Dollars","81","units","0","v1159447352","10.18","6.14","","","","2"
"2019-10","British Columbia","2021A000259","Yogurt, 500 grams","Dollars","81","units","0","v1159447353","10.19","2.73","","","","2"
"2019-10","British Columbia","2021A000259","Eggs, 1 dozen","Dollars","81","units","0","v1159447354","10.20","4.23","","","","2"
"2019-10","British Columbia","2021A000259","Apples, per kilogram","Dollars","81","units","0","v1159447355","10.21","3.50","","","","2"
"2019-10","British Columbia","2021A000259","Oranges, per kilogram","Dollars","81","units","0","v1159447356","10.22","4.05","","","","2"
"2019-10","British Columbia","2021A000259","Oranges, 1.36 kilograms","Dollars","81","units","0","v1159447357","10.23","5.43","","","","2"
"2019-10","British Columbia","2021A000259","Bananas, per kilogram","Dollars","81","units","0","v1159447358","10.24","1.60","","","","2"
"2019-10","British Columbia","2021A000259","Pears, per kilogram","Dollars","81","units","0","v1159447359","10.25","4.44","","","","2"
"2019-10","British Columbia","2021A000259","Lemons, unit","Dollars","81","units","0","v1159447360","10.26","0.92","","","","2"
"2019-10","British Columbia","2021A000259","Limes, unit","Dollars","81","units","0","v1353834684","10.45","0.54","","","","2"
"2019-10","British Columbia","2021A000259","Grapes, per kilogram","Dollars","81","units","0","v1159447361","10.27","5.95","","","","2"
"2019-10","British Columbia","2021A000259","Cantaloupe, unit","Dollars","81","units","0","v1159447362","10.28","3.07","","","","2"
"2019-10","British Columbia","2021A000259","Strawberries, 454 grams","Dollars","81","units","0","v1458870264","10.84","3.85","","","","2"
"2019-10","British Columbia","2021A000259","Avocado, unit","Dollars","81","units","0","v1159447363","10.29","1.99","","","","2"
"2019-10","British Columbia","2021A000259","Potatoes, 4.54 kilograms","Dollars","81","units","0","v1159447364","10.30","5.86","","","","2"
"2019-10","British Columbia","2021A000259","Potatoes, per kilogram","Dollars","81","units","0","v1353834685","10.46","4.03","","","","2"
"2019-10","British Columbia","2021A000259","Sweet potatoes, per kilogram","Dollars","81","units","0","v1353834686","10.47","2.94","","","","2"
"2019-10","British Columbia","2021A000259","Tomatoes, per kilogram","Dollars","81","units","0","v1159447365","10.31","3.86","","","","2"
"2019-10","British Columbia","2021A000259","Cabbage, per kilogram","Dollars","81","units","0","v1159447366","10.32","2.06","","","","2"
"2019-10","British Columbia","2021A000259","Carrots, 1.36 kilograms","Dollars","81","units","0","v1159447367","10.33","3.53","","","","2"
"2019-10","British Columbia","2021A000259","Onions, per kilogram","Dollars","81","units","0","v1159447368","10.34","3.83","","","","2"
"2019-10","British Columbia","2021A000259","Onions, 1.36 kilograms","Dollars","81","units","0","v1159447369","10.35","3.64","","","","2"
"2019-10","British Columbia","2021A000259","Celery, unit","Dollars","81","units","0","v1159447370","10.36","2.14","","","","2"
"2019-10","British Columbia","2021A000259","Cucumber, unit","Dollars","81","units","0","v1159447371","10.37","2.22","","","","2"
"2019-10","British Columbia","2021A000259","Mushrooms, 227 grams","Dollars","81","units","0","v1159447372","10.38","2.21","","","","2"
"2019-10","British Columbia","2021A000259","Iceberg lettuce, unit","Dollars","81","units","0","v1353834687","10.48","2.41","","","","2"
"2019-10","British Columbia","2021A000259","Romaine lettuce, unit","Dollars","81","units","0","v1353834688","10.49","2.52","","","","2"
"2019-10","British Columbia","2021A000259","Broccoli, unit","Dollars","81","units","0","v1159447373","10.39","2.87","","","","2"
"2019-10","British Columbia","2021A000259","Peppers, per kilogram","Dollars","81","units","0","v1159447374","10.40","7.24","","","","2"
"2019-10","British Columbia","2021A000259","Squash, per kilogram","Dollars","81","units","0","v1458870263","10.85","3.24","","","","2"
"2019-10","British Columbia","2021A000259","Salad greens, 142 grams","Dollars","81","units","0","v1458870258","10.86","4.16","","","","2"
"2019-10","British Columbia","2021A000259","Frozen french fried potatoes, 750 grams","Dollars","81","units","0","v1353834689","10.50","2.46","","","","2"
"2019-10","British Columbia","2021A000259","Frozen green beans, 750 grams","Dollars","81","units","0","v1353834690","10.51","3.02","","","","2"
"2019-10","British Columbia","2021A000259","Frozen broccoli, 500 grams","Dollars","81","units","0","v1353834691","10.52","2.87","","","","2"
"2019-10","British Columbia","2021A000259","Frozen corn, 750 grams ","Dollars","81","units","0","v1353834692","10.53","2.88","","","","2"
"2019-10","British Columbia","2021A000259","Frozen mixed vegetables, 750 grams ","Dollars","81","units","0","v1353834693","10.54","2.90","","","","2"
"2019-10","British Columbia","2021A000259","Frozen peas, 750 grams","Dollars","81","units","0","v1353834694","10.55","2.91","","","","2"
"2019-10","British Columbia","2021A000259","Frozen pizza, 390 grams","Dollars","81","units","0","v1458870245","10.87","4.09","","","","2"
"2019-10","British Columbia","2021A000259","Frozen spinach, 300 grams","Dollars","81","units","0","v1458870246","10.88","1.47","","","","2"
